,price,LotSize,Age,LandValue,LivingArea,Bedrooms,Fireplaces,Bathrooms,Rooms,Heating,Fuel,Sewer,Waterfront,NewConstruction
328,126400,0.28,22,19500,1375,2,1,1.5,7,electric,electric,public/commercial,No,No
329,220000,0.54,16,30200,1650,3,1,2,5,hot air,gas,public/commercial,No,No
330,180000,0.26,31,21900,1718,3,1,1.5,9,hot air,gas,public/commercial,No,No
331,203600,0.59,33,31700,2576,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No
332,249900,0.37,4,37500,2280,4,1,2.5,7,hot air,gas,public/commercial,No,No
333,193000,0.4,18,25000,2088,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No
334,215000,0.5,15,37000,1917,4,1,2.5,9,hot air,gas,public/commercial,No,No
335,201000,0.54,29,30200,3140,5,1,3.5,10,hot water/steam,gas,public/commercial,No,No
336,65000,0.22,73,6900,1029,3,0,1,4,hot air,gas,septic,No,No
337,195000,0.35,36,39800,1896,4,1,2.5,7,hot air,gas,public/commercial,No,No
338,215900,0.52,38,29600,2310,5,1,2.5,9,hot water/steam,gas,public/commercial,No,No
339,92000,0.31,17,19600,924,2,1,1,6,electric,electric,public/commercial,No,No
340,155000,0.38,25,38000,2080,3,1,2.5,9,electric,gas,public/commercial,No,No
341,123500,0.08,22,17200,1237,3,1,1.5,4,electric,electric,public/commercial,No,No
342,110400,0.1,29,18000,1287,3,0,1.5,5,hot air,gas,public/commercial,No,No
343,198900,0.44,18,33200,1847,3,1,2.5,7,hot water/steam,gas,public/commercial,No,No
344,150000,0.26,49,41900,1064,3,0,1,8,hot air,gas,septic,No,No
345,104000,0.07,18,16800,1480,3,1,1.5,4,hot air,gas,public/commercial,No,No
346,245000,0.48,23,48500,2462,5,2,3.5,8,hot air,gas,public/commercial,No,No
347,180000,0.41,17,25400,2228,3,1,2.5,7,hot water/steam,gas,public/commercial,No,No
348,154300,0.42,61,14700,1260,3,0,1,8,hot water/steam,gas,septic,No,No
349,170000,0.45,30,30000,1559,4,1,2.5,5,hot air,gas,public/commercial,No,No
350,219000,0.6,25,71000,1980,4,1,2.5,10,hot air,gas,public/commercial,No,No
351,295000,0.95,9,78000,2380,3,1,2.5,6,hot air,gas,septic,No,No
352,181500,0.56,27,30800,1887,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No
353,260000,1.25,133,43500,2185,4,1,1.5,11,hot water/steam,gas,septic,No,No
354,239900,0.7,15,69400,2488,4,1,2.5,7,electric,electric,public/commercial,No,No
355,135500,0.67,56,21100,1152,1,0,2,3,hot air,gas,septic,No,No
356,191500,0.66,15,32100,2025,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No
357,225000,0.62,37,32600,2521,5,1,2.5,12,hot water/steam,gas,public/commercial,No,No
358,98500,0.08,18,17200,1480,3,0,1.5,4,hot air,gas,public/commercial,No,No
359,110500,0.08,17,17200,1480,3,1,1.5,5,hot air,gas,public/commercial,No,No
360,290000,0.51,7,39100,2362,4,1,2.5,8,hot air,gas,public/commercial,No,No
361,184400,0.28,31,23200,1910,3,1,1.5,7,hot air,gas,public/commercial,No,No
362,178500,1,12,32000,1952,3,2,2,9,hot air,oil,septic,No,No
363,415000,0.58,9,86400,3358,4,1,3.5,12,hot air,gas,public/commercial,No,No
364,244900,0.43,26,39000,2090,4,1,2.5,7,hot air,gas,public/commercial,No,No
365,150000,0.55,35,33000,1965,5,1,2,11,hot air,gas,public/commercial,No,No
366,168000,0.49,33,34100,2110,4,1,1.5,9,hot air,gas,public/commercial,No,No
367,159000,0.39,43,29600,1456,4,0,2.5,9,hot air,gas,septic,No,No
368,127000,0.06,18,16400,1479,3,0,1.5,7,hot air,gas,public/commercial,No,No
369,175000,0.46,29,27400,1874,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No
370,255250,0.5,0,17500,2099,4,1,2.5,8,hot air,gas,public/commercial,No,No
371,175000,0.6,33,32000,1872,3,1,2.5,8,hot water/steam,gas,public/commercial,No,No
372,235000,0.41,17,44300,2388,4,1,2.5,11,electric,electric,public/commercial,No,No
373,324000,0.53,18,65800,2812,4,1,2.5,12,hot air,gas,public/commercial,No,No
374,173000,0.21,11,19100,1064,2,1,2,4,hot air,gas,public/commercial,No,No
375,116900,0.06,20,16400,1375,2,0,1.5,7,hot air,gas,public/commercial,No,No
376,105900,0.09,19,17600,1480,3,0,1.5,5,hot air,electric,public/commercial,No,No
377,112000,0.13,25,18300,1260,2,1,1.5,5,hot air,gas,public/commercial,No,No
378,235000,0.72,15,40300,2086,3,1,2.5,5,hot air,gas,public/commercial,No,No
379,235000,1,9,43900,2588,4,1,2.5,12,hot air,oil,septic,No,No
380,130000,0.18,18,18800,1480,3,0,1.5,4,electric,electric,public/commercial,No,No
381,235000,0.74,10,35700,1752,3,1,2.5,7,hot air,gas,public/commercial,No,No
382,191900,0.48,32,28200,2660,4,1,2.5,11,hot water/steam,gas,public/commercial,No,No
383,284900,0.58,20,69500,2417,3,1,2.5,9,hot air,gas,public/commercial,No,No
384,335000,0.01,21,79100,2793,3,1,2.5,7,hot air,gas,public/commercial,No,No
385,140000,1,78,21200,1152,2,0,1,6,hot water/steam,oil,septic,No,No
386,191000,0.41,29,25400,2344,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No
387,153000,0.51,33,34600,1926,4,1,1.5,6,hot air,gas,public/commercial,No,No
388,196000,0.55,35,34800,2208,4,1,2.5,9,hot air,gas,public/commercial,No,No
389,248000,0.46,16,60500,2208,3,1,2.5,7,hot air,gas,public/commercial,No,No
390,240000,0.6,35,32000,2708,5,2,2.5,12,hot water/steam,gas,public/commercial,No,No
391,132000,0.19,18,18900,1142,3,0,1.5,6,hot air,gas,public/commercial,No,No
392,199000,1.42,32,48300,2529,3,1,2,7,hot air,gas,septic,No,No
393,217000,0.69,20,35500,1797,4,0,2,9,electric,electric,septic,No,No
394,167000,0.51,31,34600,1611,3,1,1.5,4,hot air,gas,public/commercial,No,No
395,245000,0.29,13,31400,2576,4,1,2.5,10,hot air,gas,public/commercial,No,No
396,358000,0.06,10,79600,2653,4,0,2.5,10,hot air,gas,septic,No,No
397,412500,0.6,13,88000,3896,5,2,4.5,12,hot water/steam,gas,public/commercial,No,No
398,208000,0.53,16,37500,1585,3,1,1,6,hot air,gas,public/commercial,No,No
399,270000,0.38,10,38000,2774,4,1,2.5,8,hot air,gas,public/commercial,No,No
400,100000,0.74,54,28300,1283,2,1,1,3,hot air,gas,septic,No,No
401,130000,0.56,29,34800,1136,3,0,1,6,hot air,oil,septic,No,No
402,182500,0.71,32,35100,1896,4,1,2.5,6,hot water/steam,gas,public/commercial,No,No
403,139000,2.84,55,60200,1536,2,1,1,7,hot water/steam,gas,septic,No,No
404,104000,0.09,19,17600,1480,3,1,1.5,5,electric,electric,public/commercial,No,No
405,221000,0.52,14,37300,2096,4,1,2.5,8,hot air,gas,public/commercial,No,No
406,260000,1,8,40200,2324,4,0,2.5,7,hot air,gas,public/commercial,No,No
407,182500,0.5,29,29000,2079,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No
408,196000,0.43,33,31400,1911,4,1,1.5,10,hot air,gas,public/commercial,No,No
409,132000,0.09,18,17600,1480,3,1,1.5,7,hot air,gas,public/commercial,No,No
410,224900,0.11,25,32900,2208,4,1,2.5,10,hot water/steam,gas,septic,No,No
411,199900,0.24,9,28000,1462,3,0,2.5,7,hot air,gas,public/commercial,No,No
412,165835,0.39,38,29600,1794,4,1,1.5,10,hot air,gas,septic,No,No
413,189000,0.8,38,35500,1886,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No
414,89900,0.19,19,13300,1080,3,0,1.5,7,electric,electric,public/commercial,No,No
415,235000,0.59,34,31700,2576,5,1,3,11,hot water/steam,gas,public/commercial,No,No
416,166000,0.48,26,31200,1508,4,1,1.5,5,hot water/steam,gas,public/commercial,No,No
417,153100,0.46,35,32700,1672,4,1,1,5,hot air,gas,public/commercial,No,No
418,162000,0.4,35,30000,1739,4,1,1.5,9,hot air,gas,public/commercial,No,No
419,224000,0.52,40,29600,3074,7,1,2.5,12,hot water/steam,gas,septic,No,No
420,222400,0.86,3,35600,1976,3,1,2.5,8,hot air,gas,septic,No,No
421,199000,0.46,37,27400,2302,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No
422,166000,0.95,13,9500,1480,3,1,2,4,hot air,gas,septic,No,No
423,149900,0.63,11,17900,960,2,0,2,5,hot water/steam,gas,public/commercial,No,No
424,152000,0.42,16,17400,1582,3,0,1.5,8,electric,electric,septic,No,No
425,162500,0.34,154,11900,1600,4,0,1,7,hot air,oil,public/commercial,No,No
426,274900,0.5,5,4000,2320,4,0,2.5,9,hot air,gas,public/commercial,No,No
427,100000,0.2,14,7200,1034,2,0,1.5,5,hot water/steam,gas,public/commercial,No,No
428,215000,2.96,19,11000,1488,3,0,1.5,8,electric,electric,septic,No,No
429,124000,1,17,3500,1056,3,0,1,8,electric,electric,septic,No,No
430,125000,1,128,16200,864,3,0,1,6,hot air,oil,septic,No,No
431,138000,1,19,17600,1552,3,1,2,4,electric,electric,septic,No,No
432,225000,0.52,11,18200,1816,3,1,1.5,6,hot air,gas,public/commercial,No,No
433,180000,0.48,20,12500,1530,3,1,2,6,hot air,gas,septic,No,No
434,189900,0.33,14,11900,1756,4,0,2,8,hot air,gas,public/commercial,No,No
435,435000,1,25,25000,4211,5,2,3.5,12,hot water/steam,gas,septic,No,No
436,120000,2.6,10,20200,2206,3,1,2.5,7,hot air,oil,septic,No,No
437,163000,0.15,64,36000,1092,2,0,1,6,hot air,oil,public/commercial,Yes,No
438,131000,2.8,114,28300,1594,7,0,1,10,hot water/steam,oil,septic,No,No
439,126500,0.08,15,2100,1480,3,1,2.5,8,hot air,gas,public/commercial,No,No
440,122500,0.14,15,3200,1480,3,1,1.5,4,hot air,gas,public/commercial,No,No
441,425000,0.46,88,19700,3003,4,1,3.5,12,hot air,gas,septic,No,No
442,225000,0.63,54,9500,2164,2,0,1.5,7,hot water/steam,oil,septic,No,No
443,209000,3.8,19,14400,1519,2,0,1,3,hot water/steam,oil,septic,No,No
444,189100,0.46,15,15700,1604,3,1,2.5,4,hot air,oil,septic,No,No
445,285000,0.98,25,15900,1400,3,1,2,5,electric,electric,septic,No,No
446,266600,1,12,20300,1752,4,0,1,7,hot air,gas,septic,No,No
447,80000,1,32,20300,880,2,0,1.5,6,electric,electric,septic,No,No
448,225000,6.07,14,25700,1240,3,0,2,5,hot air,oil,septic,No,No
449,159000,0.03,17,18800,1514,3,1,1.5,8,hot air,gas,septic,No,No
450,119900,0.18,2,15000,840,1,0,1,6,hot air,gas,public/commercial,No,No
451,130900,0.11,1,15000,840,2,0,1,3,hot air,gas,public/commercial,No,No
452,194670,0.28,124,7400,2592,4,0,1.5,12,hot air,gas,public/commercial,No,No
453,72000,0.18,121,7300,1010,3,0,1,7,hot air,gas,public/commercial,No,No
454,144700,0.16,2,15000,1380,3,0,1.5,6,hot air,gas,public/commercial,No,No
455,139500,0.15,3,15000,1366,3,0,1.5,8,hot air,gas,public/commercial,No,No
456,319000,0.5,5,40200,1681,3,1,2.5,4,hot air,gas,public/commercial,Yes,No
457,348000,3.68,14,27200,2037,3,1,2,9,hot water/steam,oil,septic,No,No
458,189900,0.98,16,11200,2570,3,0,1.5,10,hot water/steam,oil,septic,No,No
459,20000,0.52,59,8000,936,2,0,1,4,hot air,oil,septic,No,No
460,60000,0.01,13,1200,960,2,0,1.5,7,hot water/steam,gas,public/commercial,No,No
461,179500,0.91,11,3200,1352,3,1,1.5,5,hot air,oil,septic,No,No
462,133300,0.34,118,6200,1060,4,0,1,8,hot water/steam,gas,public/commercial,No,No
463,153000,2.06,6,40100,1508,3,0,2,5,hot air,oil,septic,No,No
464,111900,0.35,54,19600,1272,4,1,1.5,9,hot air,oil,septic,No,No
465,187000,0.47,18,18800,2389,6,0,3,11,hot water/steam,oil,septic,No,No
466,158500,0.7,17,28800,1210,2,1,1,4,hot air,gas,septic,No,No
467,153000,0.39,52,21800,1230,3,1,1,6,hot air,oil,septic,No,No
468,190000,0.52,47,28100,1832,4,1,2,8,hot air,oil,septic,No,No
469,242000,1.27,27,34200,1854,3,1,1.5,8,hot water/steam,oil,septic,No,No
470,234500,2,164,40000,2268,3,0,2.5,10,hot air,oil,septic,No,No
471,225000,0.68,29,28700,1807,3,1,1.5,8,hot air,oil,septic,No,No
472,165000,0.38,48,21300,1272,4,1,1.5,5,hot air,gas,septic,No,No
473,129900,0.28,12,4800,1560,3,1,1,8,hot air,gas,public/commercial,No,No
474,315000,0.07,15,200,1863,3,1,3.5,7,hot air,gas,public/commercial,No,No
475,129900,0.24,64,1400,1120,2,0,1,3,hot air,oil,septic,Yes,No
476,257000,0.26,15,700,1832,2,1,2.5,8,hot air,gas,public/commercial,No,No
477,324000,3.64,0,7400,2092,4,1,2.5,8,hot air,oil,public/commercial,No,No
478,520000,0.41,13,3100,2702,3,1,2.5,11,hot air,oil,public/commercial,No,No
479,150414,0.46,32,5800,1040,3,1,1.5,5,hot water/steam,oil,public/commercial,No,No
480,290000,0.15,13,400,1758,2,1,2.5,6,hot air,gas,public/commercial,No,No
481,112000,0.16,116,6800,2326,3,0,2,7,hot air,oil,public/commercial,No,No
482,185000,1,13,13700,2340,3,0,1.5,8,electric,electric,septic,No,No
483,295000,2.61,1,15700,2058,3,1,2.5,9,hot water/steam,oil,septic,No,No
484,290000,1,33,21700,944,1,1,1,4,hot air,oil,septic,Yes,No
485,79900,0.19,44,9100,640,2,0,1,6,electric,electric,septic,No,No
486,256000,0.83,6,14700,2353,4,1,2.5,8,hot air,gas,septic,No,No
487,245000,1,7,17800,2038,4,1,2.5,7,hot water/steam,gas,septic,No,No
488,140000,0.42,32,18500,1469,4,0,1.5,9,hot air,gas,septic,No,No
489,272000,0.87,10,41100,2219,3,1,2,10,hot air,gas,public/commercial,No,No
490,164000,0.68,16,19900,1774,4,0,2,7,hot air,gas,public/commercial,No,No
491,182500,0.38,51,14600,1296,4,1,2,9,hot air,oil,septic,No,No
492,219900,1.1,124,20100,2289,4,1,1.5,9,hot water/steam,oil,septic,No,No
493,325000,0.8,134,18100,2463,5,2,2.5,12,hot air,gas,septic,No,No
494,352000,0.95,2,49200,3126,4,0,2.5,12,hot air,oil,septic,No,No
495,315000,4.1,15,26600,2550,3,0,2.5,7,hot water/steam,oil,septic,No,No
496,154000,0.34,49,13100,1182,2,0,1,6,hot air,oil,septic,No,No
497,199000,0.09,48,15800,1890,4,1,2,7,hot air,oil,septic,No,No
498,202000,1,12,500,1944,3,1,2.5,7,hot air,oil,none,No,No
499,292000,0.57,6,15000,2815,4,1,2.5,10,hot air,gas,public/commercial,No,No
500,116600,1,11,34900,1040,3,1,2,7,electric,electric,septic,No,No
501,155000,0.48,25,14400,1638,4,0,2,5,hot air,oil,septic,No,No
502,215000,0.14,13,21100,2206,4,1,2.5,9,hot air,gas,septic,No,No
503,373490,0.19,0,74800,3170,4,1,3.5,12,hot air,gas,public/commercial,No,Yes
504,259142,0.5,0,74800,2328,4,1,2.5,10,hot air,gas,public/commercial,No,Yes
505,293565,0.35,0,74800,2737,4,1,3,8,hot air,gas,public/commercial,No,Yes
506,285558,0.21,0,32000,2879,4,0,3,8,hot air,gas,public/commercial,No,Yes
507,273960,3.47,1,20300,2158,3,1,2,10,hot air,gas,septic,No,Yes
508,185000,0.55,11,19300,1336,3,1,2,7,hot air,gas,public/commercial,No,No
509,190000,0.53,4,4200,1594,3,0,2.5,6,hot air,gas,public/commercial,No,No
510,171000,0.54,11,18900,1603,3,0,1.5,4,hot air,gas,public/commercial,No,No
511,208000,0.54,11,18900,2190,4,0,2.5,11,hot air,gas,public/commercial,No,No
512,168000,0.32,10,10700,1478,3,1,2.5,5,hot air,gas,public/commercial,No,No
513,165000,0.25,10,8400,1348,2,0,2,7,hot air,gas,public/commercial,No,No
514,138500,0.32,36,8000,1558,3,1,1,6,hot air,gas,septic,No,No
515,179900,0.5,13,18300,1574,3,1,1.5,7,hot air,gas,public/commercial,No,No
516,180000,0.04,13,16500,1612,4,0,2,7,hot air,gas,public/commercial,No,No
517,112000,0.21,129,7300,1216,3,0,1,7,hot water/steam,gas,public/commercial,No,No
518,152000,0.17,124,6000,2256,4,0,1.5,8,hot air,gas,public/commercial,No,No
519,100000,0.51,28,15000,1170,3,1,1.5,4,hot air,oil,septic,No,No
520,154000,0.17,29,4600,1456,3,0,2,6,hot air,oil,public/commercial,No,No
521,133000,0.11,29,3900,1320,3,0,3,5,electric,electric,public/commercial,No,No
522,285000,0.14,14,20700,2076,4,1,2.5,10,hot air,gas,septic,No,No
523,138000,1,22,16800,1326,3,0,2,5,electric,electric,septic,No,No
524,303000,0.18,20,20900,2240,4,1,2.5,10,electric,electric,septic,No,No
525,250000,1.29,19,21600,2100,4,1,3,7,hot air,gas,septic,No,No
526,167500,1,27,8300,1129,2,0,1,7,hot air,oil,septic,No,No
527,190000,0.6,19,16000,2296,4,1,2.5,7,hot air,gas,septic,No,No
528,182500,0.46,20,13800,1475,3,1,2,8,hot air,gas,septic,No,No
529,107000,1.03,20,20100,1268,3,1,1,6,hot air,gas,septic,No,No
530,195000,0.47,15,14100,1816,3,1,2,7,hot air,gas,septic,No,No
531,169000,0.5,30,15000,1632,4,1,2.5,8,hot water/steam,gas,septic,No,No
532,156000,0.26,11,8700,1254,2,0,1.5,5,hot air,gas,public/commercial,No,No
533,120000,0.49,30,64400,1272,3,0,1,4,hot air,gas,public/commercial,No,No
534,170000,0.28,29,80800,1604,4,0,1.5,6,hot air,gas,public/commercial,No,No
535,249835,0.52,0,77000,2474,4,1,2.5,11,hot air,gas,public/commercial,No,No
536,188095,0.15,0,36000,2057,3,1,2.5,9,hot air,gas,public/commercial,No,No
537,176450,0.05,6,32000,1852,3,0,2.5,8,electric,electric,public/commercial,No,No
538,322277,0.09,1,51400,2242,3,0,3,8,hot air,gas,public/commercial,No,No
539,149000,0.49,32,64400,1564,4,1,1.5,9,hot air,gas,public/commercial,No,No
540,95000,0.19,24,39200,960,3,0,1,6,electric,electric,septic,No,No
541,198500,0.1,63,85000,1680,2,0,2.5,7,hot air,gas,public/commercial,No,No
542,185000,0.03,3,27000,1428,2,1,2.5,6,hot air,gas,public/commercial,No,No
543,168900,0.16,0,36800,1672,3,0,2.5,7,hot air,gas,public/commercial,No,No
544,220000,0.28,29,80800,2284,3,1,1.5,6,hot air,gas,public/commercial,No,No
545,129900,0.32,31,54200,1286,3,1,1,4,hot air,gas,public/commercial,No,No
546,167000,0.23,53,73000,1250,3,0,1,4,hot water/steam,gas,public/commercial,No,No
547,330000,0.12,113,51300,1896,4,0,1.5,8,hot water/steam,oil,public/commercial,No,No
548,336000,0.15,1,61000,2592,3,0,3,10,hot air,gas,public/commercial,No,No
549,512971,0.01,0,12500,1904,2,1,2,8,hot air,gas,public/commercial,No,No
550,229000,0.29,3,46400,1680,3,0,2,6,hot air,gas,public/commercial,No,No
551,145000,0.16,38,54900,1152,2,1,1,7,hot air,gas,public/commercial,No,No
552,103000,0.07,16,46600,1290,3,1,1.5,5,electric,electric,public/commercial,No,No
553,210000,0.17,93,55800,2396,4,1,1.5,11,hot air,gas,public/commercial,No,No
554,559000,0.24,55,255000,3090,4,2,4,12,hot water/steam,gas,public/commercial,No,No
555,218000,0.21,142,107000,1428,3,0,1,8,hot water/steam,oil,public/commercial,No,No
556,262138,0.15,0,114000,1631,3,1,2.5,4,hot air,gas,public/commercial,No,No
557,125000,0.24,33,49100,1368,3,0,1,7,hot air,gas,public/commercial,No,No
558,130000,0.16,36,54900,1134,3,0,1,4,hot air,gas,public/commercial,No,No
559,157500,0.3,27,84600,1697,3,1,1.5,6,hot air,gas,public/commercial,No,No
560,193000,0.3,6,47000,1666,3,1,2.5,4,hot air,gas,public/commercial,No,No
561,275000,0.12,78,89000,1738,4,1,2.5,6,hot water/steam,oil,public/commercial,No,No
562,240000,0.15,103,210000,1457,2,0,1.5,7,hot water/steam,gas,public/commercial,No,No
563,200136,0.15,0,54000,1632,3,1,2.5,7,hot air,gas,public/commercial,No,No
564,395000,1.4,12,128500,2186,3,0,2.5,6,hot air,gas,none,No,No
565,366703,0.15,0,95000,2117,3,1,2.5,6,hot air,electric,public/commercial,No,No
566,103150,0.25,32,50000,936,3,1,1,8,hot air,gas,public/commercial,No,No
567,310000,0.17,169,220000,3347,6,2,2.5,12,hot water/steam,gas,public/commercial,No,No
568,142900,0.36,32,50600,1824,4,1,2.5,10,hot air,gas,public/commercial,No,No
569,359770,0.16,1,62600,2592,3,0,3,8,hot air,gas,public/commercial,No,No
570,126000,0.68,64,84200,1080,2,0,1,7,hot air,oil,septic,No,No
571,760000,1.22,2,194700,3148,5,0,3.5,12,hot air,gas,septic,No,No
572,282500,0.25,150,115000,2128,3,1,1.5,8,hot water/steam,gas,public/commercial,No,No
573,132000,0.06,18,28800,1616,3,0,1.5,8,hot air,gas,public/commercial,No,No
574,325000,0.23,5,73800,3313,4,1,2.5,12,hot air,gas,public/commercial,No,No
575,207000,0.48,25,57800,2327,3,1,1.5,10,hot water/steam,gas,public/commercial,No,No
576,155000,0.24,32,49100,1640,4,1,1.5,7,hot air,gas,public/commercial,No,No
577,330000,0.12,73,89000,1421,3,0,1.5,5,hot water/steam,gas,public/commercial,No,No
578,101760,0.15,103,54000,1280,2,1,1,3,hot water/steam,gas,public/commercial,No,No
579,496000,0.34,3,82400,3467,4,1,2.5,11,hot air,gas,public/commercial,No,No
580,185000,0.11,83,87000,1250,3,0,1.5,5,hot water/steam,gas,public/commercial,No,No
581,125000,0.25,33,50000,1368,3,0,1,5,hot air,gas,public/commercial,No,No
582,286000,0.13,1,110200,1396,3,0,2.5,8,hot air,gas,public/commercial,No,No
583,269000,0.04,15,36000,2004,3,1,2.5,8,hot air,gas,public/commercial,No,No
584,303374,0.12,1,56200,2242,3,0,3,6,hot air,gas,public/commercial,No,No
585,371165,0.39,0,85400,2786,4,1,2.5,8,hot air,gas,public/commercial,No,No
586,287600,0.07,0,48200,2242,3,0,2.5,6,hot air,gas,public/commercial,No,No
587,131000,0.34,33,55400,1404,3,0,1,6,hot air,gas,public/commercial,No,No
588,187000,1,25,98500,1600,3,1,1.5,7,hot air,gas,septic,No,No
589,169000,0.04,103,36000,1408,2,0,1,3,hot air,gas,public/commercial,No,No
590,133500,0.21,37,59400,972,3,0,1,8,hot air,gas,public/commercial,No,No
591,620000,1.06,14,125100,4856,5,2,4,12,hot air,oil,septic,No,No
592,549254,0.25,0,63000,2885,3,1,2.5,11,hot air,gas,public/commercial,No,No
593,280000,0.09,82,83000,1560,2,0,1,6,hot air,gas,public/commercial,No,No
594,135000,0.26,33,50600,1472,3,0,1,8,hot air,gas,public/commercial,No,No
595,195388,0.14,0,35200,2124,3,1,2.5,10,hot air,gas,public/commercial,No,No
596,337020,0.15,1,114000,2162,3,1,2.5,7,hot air,gas,public/commercial,No,No
597,330850,0.46,0,89600,2515,4,1,2.5,8,hot air,gas,public/commercial,No,No
598,248495,0.63,0,98500,2294,4,1,2.5,11,hot air,gas,public/commercial,No,No
599,120000,0.26,123,63300,1744,4,0,1,6,hot air,gas,public/commercial,No,No
600,240000,0.48,0,90800,2022,3,1,2.5,8,hot air,gas,public/commercial,No,No
601,235000,0.22,34,72000,1578,3,0,2,8,hot water/steam,gas,public/commercial,No,No
602,500075,0.91,0,239300,3400,3,0,3,12,hot air,gas,public/commercial,Yes,No
603,240000,0.07,13,48200,1744,3,1,2.5,6,hot air,gas,public/commercial,No,No
604,270000,0.46,0,89600,2560,3,1,2.5,9,hot air,gas,public/commercial,No,No
605,225000,0.12,51,89000,1398,3,0,2.5,4,hot air,gas,public/commercial,No,No
606,280000,0.16,0,62600,2494,3,0,2.5,8,hot air,gas,public/commercial,No,No
607,225000,0.48,27,57800,2208,4,2,2.5,11,hot air,gas,public/commercial,No,No
608,248220,0.46,0,89600,2550,3,1,2.5,7,hot air,gas,public/commercial,No,No
609,275000,0.03,16,27000,1812,2,1,2.5,7,hot air,gas,public/commercial,No,No
610,137000,0.12,50,89000,1290,2,0,1,3,hot water/steam,gas,public/commercial,No,No
611,150000,0.14,16,52200,1172,2,0,2,3,hot air,gas,public/commercial,No,No
612,649000,1.04,10,192900,4128,3,2,3.5,12,hot air,gas,septic,No,No
613,195000,0.49,17,64400,1816,3,1,2.5,5,electric,electric,public/commercial,No,No
614,373200,0.65,4,99500,2628,4,1,2.5,8,hot air,gas,public/commercial,No,No
615,169450,0.15,0,36000,1254,3,1,2.5,4,hot air,gas,public/commercial,No,No
616,144200,0.15,113,54000,1660,4,1,1.5,9,hot air,gas,public/commercial,No,No
617,189900,0.5,43,73500,1850,3,1,1.5,7,hot air,gas,public/commercial,No,No
618,166000,0.14,0,35200,1258,3,0,2,8,hot air,gas,public/commercial,No,No
619,160000,0.23,0,42400,1219,3,0,2,5,hot air,gas,public/commercial,No,No
620,327355,0.14,14,59400,1850,3,1,2.5,6,hot air,gas,public/commercial,No,No
621,247000,0.29,9,52400,2103,3,0,2.5,7,hot air,gas,public/commercial,No,No
622,318000,0.23,3,73800,1806,3,1,2.5,8,hot air,gas,public/commercial,No,No
623,341000,0.23,52,250000,1674,2,1,1.5,4,hot water/steam,gas,public/commercial,No,No
624,288650,0.08,0,49800,2242,3,0,2.5,10,hot air,gas,public/commercial,No,No
625,157000,0.03,103,27000,1408,3,0,1.5,4,hot air,gas,public/commercial,No,No
626,449000,1,20,124800,3457,3,2,2.5,12,electric,electric,septic,No,No
627,142000,0.16,28,50400,1728,3,0,1.5,6,hot air,gas,public/commercial,No,No
628,389000,1,16,125900,2354,3,2,2.5,6,electric,electric,septic,No,No
629,476000,0.42,4,87200,2246,3,1,2.5,9,hot air,gas,public/commercial,No,No
630,249230,0.18,0,119700,1902,2,1,2.5,4,hot air,gas,public/commercial,No,No
631,139900,0.3,30,53000,1178,3,0,1,7,hot air,gas,public/commercial,No,No
632,301900,0.73,0,103500,2896,4,1,3.5,11,hot air,gas,public/commercial,No,No
633,425000,1.03,24,124800,2457,3,1,3,9,hot air,gas,public/commercial,No,No
634,121000,0.25,32,50000,936,3,0,1,8,hot air,gas,public/commercial,No,No
635,150000,0.19,123,103000,934,2,0,1,7,hot water/steam,gas,public/commercial,No,No
636,138000,0.29,30,52400,1279,3,1,1,6,hot air,gas,public/commercial,No,No
637,199900,0.39,6,69400,1888,3,0,2,5,hot water/steam,gas,septic,No,No
638,145000,0.27,33,63700,1686,4,1,1.5,7,hot air,gas,public/commercial,No,No
639,465000,0.25,22,61000,2310,2,1,3,7,hot air,gas,public/commercial,No,No
640,158000,0.32,1,48200,1200,3,0,1.5,4,hot air,gas,public/commercial,No,No
641,375000,0.27,50,78800,1944,3,1,2.5,7,hot air,gas,public/commercial,No,No
642,147783,0.36,51,50600,1184,3,0,1,5,electric,electric,septic,No,No
643,339000,0.36,3,83600,2000,3,1,2.5,5,hot air,gas,public/commercial,No,No
644,267000,0.07,14,48200,1744,3,1,2.5,9,hot air,gas,public/commercial,No,No
645,290000,0.12,3,108300,1620,3,1,2.5,7,hot air,gas,public/commercial,No,No
646,271295,0.35,1,67000,2359,4,0,2.5,11,hot air,gas,public/commercial,No,No
647,278140,0.62,1,98000,2230,3,0,2.5,10,hot air,gas,public/commercial,No,No
648,138000,0.07,94,46800,1147,2,0,1.5,3,hot air,gas,public/commercial,No,No
649,367500,0.27,2,78200,2205,3,1,2.5,10,hot air,gas,public/commercial,No,No
650,428500,0.42,4,87200,3243,4,0,2.5,11,hot air,gas,public/commercial,No,No
651,140000,0.48,34,57800,1431,3,0,1.5,5,hot air,gas,public/commercial,No,No
652,140000,0.36,35,56600,936,3,0,1,7,hot air,gas,public/commercial,No,No
